,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
5224,Wii,2007.0,Racing,Activision,0.13,0.0,0.0,0.01,0.14,70.24982186119425,28.78324070115434,5.3,9.0,Eutechnyx,E
5225,X360,2009.0,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50.0,39.0,5.4,14.0,Gaijin Entertainment,M
5226,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93.0,5.0,7.9,83.0,Vanillaware,T
5227,XOne,2016.0,Shooter,Deep Silver,0.06,0.07,0.0,0.01,0.14,49.0,12.0,4.1,106.0,Deep Silver Dambuster Studios,M
5228,XB,2004.0,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,63.0,22.0,8.2,6.0,"Pipeworks Software, Inc.",T
5229,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55.0,34.0,6.2,33.0,Omega Force,T
5230,DS,2006.0,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,70.24982186119425,28.78324070115434,6.9,13.0,Virtuos,E10+
5231,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,Sega,E
5232,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,71.0,5.0,5.5,6.0,TOSE,E10+
5233,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,66.0,28.0,8.4,13.0,Starbreeze,M
5234,PSP,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,64.0,22.0,6.6,19.0,Media Vision,E10+
5235,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,The Fun Pimps Entertainment LLC,M
5236,PSV,2014.0,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,87.0,8.0,8.4,159.0,Ubisoft Montpellier,E10+
5237,XB,2003.0,Action,Capcom,0.08,0.03,0.03,0.0,0.14,51.0,28.0,4.1,22.0,Capcom,M
5238,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,82.0,18.0,5.2,6.0,Visual Concepts,E
5239,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,77.0,32.0,8.1,676.0,Piranha Bytes,M
5240,XOne,2015.0,Action,Activision,0.09,0.04,0.0,0.01,0.14,75.0,25.0,7.9,55.0,PlatinumGames,T
5241,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,Digital Extremes,M
5242,PC,2000.0,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,70.24982186119425,28.78324070115434,8.0,6.0,Ensemble Studios,T
5243,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,48.0,32.0,5.7,24.0,Stormfront Studios,T
5244,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,63.0,20.0,8.0,22.0,Omega Force,T
5245,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,83.0,9.0,7.4,5.0,Capcom,E
5246,X360,2007.6868551520836,Puzzle,Electronic Arts,0.13,0.0,0.0,0.01,0.14,78.0,13.0,8.4,11.0,PopCap,E
5247,PS4,2016.0,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,63.0,32.0,6.4,45.0,Techland,M
5248,X360,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,72.0,24.0,7.8,12.0,Ubisoft Romania,T
5249,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,Ubisoft,E
5250,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.14,58.0,23.0,7.6,10.0,Etranges Libellules,E10+
5251,PC,2015.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,71.0,31.0,3.8,773.0,Visceral Games,M
5252,GBA,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,58.0,13.0,8.5,8.0,Next Entertainment,E
5253,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.14,81.0,10.0,8.6,73.0,Starbreeze,T
5254,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,211.0,Blue Castle Games,M
5255,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30.0,15.0,3.0,4.0,DC Studios,T
5256,DS,2005.0,Action,Vivendi Games,0.12,0.0,0.0,0.01,0.14,70.24982186119425,28.78324070115434,6.7,6.0,Griptonite Games,E
5257,PS3,2014.0,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,70.24982186119425,28.78324070115434,7.1,55.0,Airtight Games,M
5258,X360,2009.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,Transmission Games,T
5259,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,EA Bright Light,E
5260,PS2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,EA Canada,E
5261,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,46.0,11.0,6.7,16.0,Artificial Mind and Movement,E
5262,GBA,2003.0,Racing,THQ,0.1,0.04,0.0,0.0,0.14,70.24982186119425,28.78324070115434,6.2,5.0,THQ,E
5263,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,68.0,17.0,9.1,7.0,Acclaim,E
5264,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,77.0,21.0,7.5,10.0,SCEE London Studio,E
5265,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.14,54.0,23.0,6.5,4.0,Midway,E
5266,X360,2011.0,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,35.0,11.0,4.7,7.0,Ubisoft,T
5267,XB,2003.0,Racing,Atari,0.1,0.03,0.0,0.0,0.14,74.0,26.0,9.1,7.0,Milestone S.r.l,E
5268,PS3,2014.0,Fighting,Atlus,0.0,0.0,0.13,0.0,0.14,84.0,38.0,8.1,85.0,Arc System Works,T
5269,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,66.0,20.0,8.8,13.0,Ubisoft Milan,T
5270,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,65.0,18.0,8.0,5.0,Wow Entertainment,T
5271,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35.0,17.0,6.7,19.0,"K2, Kurogane",T
5272,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,65.0,17.0,2.8,17.0,Crave,T
5273,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,75.0,21.0,7.8,24.0,Gaijin Games,E
5274,DS,2008.0,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,70.0,38.0,7.4,13.0,SNK Playmore,T
5275,PC,2016.0,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,73.0,16.0,3.0,440.0,Infinity Ward,M
5276,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14,80.0,50.0,7.7,13.0,"Climax Group, Climax Studios",E
5277,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,47.0,16.0,7.5,4.0,Backbone Entertainment,E10+
5278,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,49.0,11.0,3.5,6.0,Attention To Detail,E
5279,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,79.0,31.0,8.5,22.0,LucasArts,T
5280,XB,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,65.0,10.0,5.8,4.0,Acclaim,T
5281,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68.0,33.0,8.1,11.0,Mitchell,E
5282,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,729.0,Tripwire Interactive,M
5283,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.13,76.0,8.0,6.3,16.0,Blue Byte,E10+
5284,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,66.0,6.0,8.1,9.0,JV Games Inc.,T
5285,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,69.0,16.0,7.0,13.0,Konami,T
5286,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8.0,10.0,Krome Studios,T
5287,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,58.0,6.0,6.9,17.0,EA Canada,E
5288,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,48.0,20.0,6.7,13.0,Top Heavy Studios,M
5289,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13,53.0,20.0,4.0,4.0,Mucky Foot Productions,M
5290,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,0.13,27.0,24.0,2.8,66.0,Rebellion,M
5291,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13,80.0,16.0,7.8,5.0,Smilebit,E
5292,X360,2011.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,70.24982186119425,28.78324070115434,7.6,7.0,High Voltage Software,E
5293,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.13,49.0,22.0,7.1,7.0,Left Field Productions,E10+
5294,X360,2011.0,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13,26.0,4.0,2.2,20.0,Panic Button,T
5295,DS,2005.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13,51.0,17.0,3.7,7.0,Taniko,E
5296,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13,65.0,13.0,7.0,25.0,EA Canada,E
5297,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,72.0,35.0,8.8,14.0,Falcom,T
5298,X360,2010.0,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.13,72.0,13.0,7.8,50.0,Larian Studios,M
5299,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,71.0,43.0,7.4,16.0,Kush Games,E10+
5300,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,64.0,12.0,6.3,4.0,Infinite Interactive,E10+
5301,XOne,2016.0,Adventure,Square Enix,0.09,0.03,0.0,0.01,0.13,85.0,4.0,8.7,123.0,DONTNOD Entertainment,M
5302,PS2,2008.0,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13,70.24982186119425,28.78324070115434,6.7,7.0,Visual Concepts,E10+
5303,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13,79.0,23.0,8.7,26.0,Atlus Co.,M
5304,PS2,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,70.24982186119425,28.78324070115434,6.2,6.0,SCEA San Diego Studios,E
5305,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,50.0,31.0,5.9,15.0,Gaijin Entertainment,M
5306,PS2,2001.0,Action,3DO,0.06,0.05,0.0,0.02,0.13,39.0,13.0,3.8,4.0,3DO,T
5307,XB,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9.0,6.0,Ubisoft,E
5308,DS,2005.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,28.0,5.0,3.2,32.0,Ubisoft Casablanca,T
5309,XB,2002.0,Action,Atari,0.1,0.03,0.0,0.0,0.13,44.0,19.0,6.0,11.0,Circus Freak,T
5310,Wii,2006.0,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69.0,39.0,8.7,21.0,Hudson,E
5311,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,EA Sports,E
5312,PS,2000.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,75.0,7.0,6.2,6.0,Blitz Games,E
5313,X360,2007.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,61.0,30.0,4.2,19.0,Koei,E10+
5314,Wii,2009.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13,76.0,12.0,7.1,15.0,Nippon Ichi Software,T
5315,GBA,2004.0,Fighting,THQ,0.09,0.04,0.0,0.0,0.13,55.0,12.0,8.2,5.0,Natsume,T
5316,X360,2011.0,Action,Black Bean Games,0.08,0.05,0.0,0.01,0.13,56.0,18.0,7.8,20.0,Virtual Air Guitar Company,T
5317,PC,2012.0,Action,SCS Software,0.0,0.12,0.0,0.02,0.13,79.0,17.0,8.7,992.0,SCS Software,T
5318,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,82.0,40.0,7.2,13.0,Crystal Dynamics,T
5319,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,80.0,40.0,8.3,21.0,"Venan Entertainment, Cashmere Prod.",E
5320,PC,2002.0,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,0.13,92.0,40.0,9.1,1023.0,Blizzard Entertainment,T
5321,GC,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,60.0,6.0,7.2,5.0,Konami,E
5322,PS2,2002.0,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13,65.0,9.0,8.8,77.0,Kuusou Kagaku,E
5323,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0,Eden Studios,M
5324,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80.0,62.0,8.2,153.0,Bluepoint Games,T
5325,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,57.0,27.0,7.8,14.0,Studio 33,T
5326,PSV,2014.0,Fighting,Sega,0.04,0.0,0.08,0.01,0.13,75.0,7.0,8.5,28.0,Sega,T
5327,Wii,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,79.0,16.0,8.7,21.0,Konami,E
5328,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62.0,54.0,6.6,28.0,Konami,M
5329,PC,2016.0,Strategy,Sega,0.0,0.12,0.0,0.01,0.13,86.0,77.0,7.3,556.0,Creative Assembly,T
5330,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,54.0,9.0,8.2,17.0,WinkySoft,T
5331,DS,2007.0,Simulation,Touchstone,0.07,0.05,0.0,0.01,0.13,78.0,14.0,7.5,19.0,Sunflowers Interactive,E
5332,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,80.0,18.0,7.6,16.0,Blue Castle Games,E10+
5333,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,64.0,5.0,6.6,8.0,TT Games,E10+
5334,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13,54.0,26.0,7.2,22.0,Rebellion,M
5335,PS3,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,63.0,37.0,6.0,4.0,SCEA San Diego Studios,E
5336,XB,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13,67.0,27.0,6.8,4.0,Paradigm Entertainment,T
5337,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,50.0,31.0,7.1,31.0,Spark Unlimited,M
5338,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,"Rocksteady Studios, Iron Galaxy Studios",M
5339,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13,61.0,14.0,7.5,4.0,Artificial Mind and Movement,E
5340,XB,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13,80.0,12.0,9.2,5.0,Atomic Planet Entertainment,E
5341,PS3,2016.0,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,70.24982186119425,28.78324070115434,7.2,19.0,Konami,E
5342,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.13,88.0,34.0,8.8,1056.0,Blizzard North,M
5343,GC,2006.0,Racing,Activision,0.1,0.03,0.0,0.0,0.13,70.24982186119425,28.78324070115434,3.1,7.0,Activision,E
5344,PSV,2011.0,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66.0,27.0,6.2,25.0,Codemasters,E
5345,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13,58.0,34.0,5.5,49.0,Cavia Inc.,M
5346,XB,2006.0,Racing,Sega,0.1,0.03,0.0,0.0,0.13,56.0,33.0,8.1,7.0,Sonic Team,E
5347,XB,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,33.0,9.0,8.0,11.0,Mass Media,E
5348,X360,2010.0,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,14.0,7.3,18.0,Deck 13,T
5349,X360,2012.0,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,83.0,21.0,7.3,60.0,Arc System Works,T
5350,PC,2007.6868551520836,Fighting,Capcom,0.07,0.05,0.0,0.02,0.13,91.0,23.0,8.0,352.0,Capcom,T
5351,X360,2006.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,48.0,11.0,5.6,17.0,FUN Labs,T
5352,XB,2005.0,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13,76.0,33.0,8.2,5.0,IR Gurus Interactive Ltd.,T
5353,XB,2003.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,62.0,8.0,8.3,12.0,Atari,E
5354,XB,2002.0,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,61.0,27.0,5.7,7.0,Jaleco Entertainment,T
5355,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,76.0,17.0,6.2,5.0,EA Canada,E
5356,Wii,2009.0,Action,Activision,0.12,0.0,0.0,0.01,0.13,70.24982186119425,28.78324070115434,6.2,5.0,7 Studios,E
5357,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,83.0,17.0,5.5,8.0,Io Interactive,M
5358,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,77.0,51.0,8.5,22.0,SCE Japan Studio,E10+
5359,PS2,2003.0,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,48.0,26.0,3.7,6.0,Light Weight,T
5360,PS4,2015.0,Action,Square Enix,0.0,0.06,0.06,0.01,0.13,86.0,20.0,7.6,225.0,Square Enix,T
5361,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72.0,56.0,7.8,35.0,High Impact Games,E10+
5362,PS2,2003.0,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,66.0,32.0,8.7,15.0,Crystal Dynamics,T
5363,PC,2010.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.0,0.13,70.24982186119425,28.78324070115434,7.0,23.0,Giants Software,E
5364,WiiU,2014.0,Action,Ubisoft,0.07,0.05,0.0,0.01,0.13,62.0,15.0,6.4,162.0,Ubisoft Romania,M
5365,PSP,2011.0,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77.0,8.0,6.8,10.0,Arc System Works,T
5366,DS,2007.0,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,73.0,21.0,7.2,11.0,Flight-Plan,E10+
5367,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13,68.0,13.0,6.9,8.0,Torus Games,E10+
5368,Wii,2008.0,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13,70.24982186119425,28.78324070115434,2.5,6.0,Big Blue Bubble Inc.,E
5369,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,24.0,8.0,3.5,21.0,"Phosphor Games Studio, LLC",E
5370,XB,2002.0,Action,Sega,0.08,0.02,0.03,0.0,0.13,80.0,40.0,8.5,28.0,From Software,T
5371,PS2,2003.0,Shooter,THQ,0.06,0.05,0.0,0.02,0.13,62.0,26.0,7.0,9.0,Outrage Games,T
5372,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,6.0,3.9,7.0,Griptonite Games,E10+
5373,DS,2007.0,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13,41.0,5.0,6.3,4.0,Platinum Egg,E
5374,PS2,2004.0,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,78.0,42.0,8.2,48.0,Atlus Co.,M
5375,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67.0,19.0,7.5,61.0,Koei Tecmo Games,M
5376,X360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13,68.0,25.0,8.0,9.0,Behaviour Interactive,E10+
5377,PSV,2014.0,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67.0,4.0,7.8,25.0,Ganbarion,T
5378,PS3,2008.0,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13,39.0,6.0,1.8,10.0,FUN Labs,T
5379,XB,2004.0,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,48.0,20.0,5.6,8.0,Konami,T
5380,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13,61.0,12.0,7.4,16.0,Ubisoft Shanghai,M
5381,PS3,2009.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,51.0,38.0,6.5,21.0,Vicious Cycle,T
5382,GC,2003.0,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13,70.0,4.0,9.4,5.0,Humongous Entertainment,E
5383,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7.0,7.0,Ubisoft Montreal,T
5384,PSP,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57.0,22.0,5.0,6.0,Premium Agency,T
5385,DC,2000.0,Racing,Sega,0.0,0.0,0.13,0.0,0.13,84.0,25.0,7.7,11.0,TOSE,E
5386,X360,2012.0,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38.0,58.0,2.4,92.0,From Software,M
5387,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0.0,0.01,0.13,59.0,17.0,7.2,23.0,Double Helix Games,T
5388,GC,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,50.0,18.0,6.8,4.0,Acclaim,T
5389,PS3,2011.0,Sports,Ubisoft,0.12,0.0,0.0,0.01,0.13,70.24982186119425,28.78324070115434,7.0,10.0,Blue Byte,E
5390,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,74.0,20.0,8.4,7.0,Acclaim,E
5391,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,73.0,11.0,8.3,17.0,Sting,E10+
5392,X360,2006.0,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,39.0,39.0,6.4,55.0,Tamsoft,M
5393,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13,53.0,18.0,6.7,6.0,3DO,E
5394,PS2,2008.0,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13,52.0,9.0,8.5,13.0,Omega Force,T
5395,PSV,2014.0,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68.0,24.0,7.1,36.0,Sting,T
5396,XB,2005.0,Action,Sega,0.1,0.03,0.0,0.0,0.13,73.0,36.0,8.8,12.0,Creative Assembly,M
5397,PS2,2001.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,63.0,20.0,6.2,5.0,Syscom,E
5398,X360,2011.0,Action,D3Publisher,0.12,0.0,0.0,0.01,0.13,70.24982186119425,28.78324070115434,6.5,4.0,High Voltage Software,E
5399,XB,2004.0,Misc,Mud Duck Productions,0.1,0.03,0.0,0.0,0.13,70.24982186119425,28.78324070115434,7.8,4.0,Virtual Toys,E
5400,XB,2005.0,Action,THQ,0.1,0.03,0.0,0.0,0.13,68.0,50.0,7.5,68.0,GlyphX Games,T
5401,PS2,2005.0,Racing,XS Games,0.06,0.05,0.0,0.02,0.13,70.24982186119425,28.78324070115434,3.8,5.0,Axis Entertainment,E
5402,WiiU,2012.0,Sports,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,85.0,17.0,7.0,43.0,Visual Concepts,E
5403,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13,60.0,7.0,8.3,48.0,Hot Lava Games,E
5404,GC,2002.0,Fighting,Activision,0.1,0.03,0.0,0.0,0.13,63.0,17.0,8.2,11.0,Exakt,T
5405,X360,2006.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,61.0,40.0,8.2,19.0,Omega Force,T
5406,XB,2002.0,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,75.0,13.0,6.6,12.0,Criterion Games,E
5407,PS2,2007.0,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60.0,6.0,8.8,44.0,Sting,T
5408,X360,2009.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,60.0,4.0,7.2,21.0,Activision,T
5409,X360,2007.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,37.0,33.0,3.0,40.0,Nfusion,T
5410,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,0.13,47.0,10.0,6.7,7.0,Torus Games,E
5411,XB,2005.0,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,69.0,17.0,7.8,11.0,Radical Entertainment,E10+
5412,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,83.0,15.0,7.8,12.0,Io Interactive,T
5413,PS3,2016.0,Sports,Take-Two Interactive,0.06,0.04,0.0,0.02,0.13,70.24982186119425,28.78324070115434,2.0,8.0,2K Games,E
5414,GC,2006.0,Misc,Capcom,0.1,0.03,0.0,0.0,0.13,75.0,23.0,9.2,12.0,Capcom,E
5415,XB,2002.0,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,70.0,21.0,8.1,15.0,Curly Monsters,T
5416,PS2,2004.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,74.0,41.0,9.1,12.0,Namco,E
5417,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13,45.0,13.0,6.6,17.0,Gearbox Software,M
5418,XB,2003.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,79.0,41.0,7.2,15.0,Planet Moon Studios,T
5419,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.12,0.0,0.01,0.13,83.0,48.0,7.1,418.0,Slightly Mad Studios,E
5420,DS,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,36.0,8.0,4.8,4.0,Ubisoft,E10+
